25/3/2022 23:35,b'TBI issues AMBER Alert for missing 1-year-old from Franklin https://t.co/8USf8vSxS0',1
25/3/2022 23:35,b'I hope I can become a dad some day so I can give my kids something I never had. An Amber Alert',0
25/3/2022 23:34,"b""@TBInvestigation @FranklinTNPD This child has been missing for nearly 28 days and we're just now hearing about it?\xe2\x80\xa6 https://t.co/9Nqbk0OZfP""",0
25/3/2022 23:33,b'An Amber Alert was issued Friday to help try to find the infant. Amber Alert issued for missing one-year-old https://t.co/pzjowTULzS',1
25/3/2022 23:31,"b""Shared Prayer's he is found missing over month have not seem this child before Now? No Amber alert""",0
25/3/2022 23:30,b'@TBInvestigation @FranklinTNPD We need an explanation why this child has been missing a month and we are just now receiving an Amber Alert?',0
25/3/2022 23:30,b'@TBInvestigation @FranklinTNPD I believe the consensus is that the criteria for issuing an Amber alert needs to be\xe2\x80\xa6 https://t.co/9ZTOwJRlBN',0
25/3/2022 23:30,b'@TBInvestigation Why has almost a month lapsed for the amber alert to be issued with especially aggravated assault\xe2\x80\xa6 https://t.co/HtqcIi66ww',0
25/3/2022 23:30,b'@MerMamasDesigns @TBInvestigation The Amber Alert laws need to change.',0
25/3/2022 23:28,b'It\xe2\x80\x99s crazy we just got an amber alert a few minutes ago and the baby has been missing since Feb 27th! Smh just unbelievable!!',0
25/3/2022 23:28,b'Has an amber alert ever work?',0
25/3/2022 23:28,b'@TBInvestigation Why did this take a month for FPD to contact TBI? And to send out Amber alert?  Explanation please.',0
25/3/2022 23:27,b'@TBInvestigation @FranklinTNPD y\xe2\x80\x99all know EXACTLY why this amber alert is a MONTH FUCKING LATE!!! :((((( \nThis is u\xe2\x80\xa6 https://t.co/fXomnIlk9W',0
25/3/2022 23:27,b'@TBInvestigation @FranklinTNPD I thought amber alert was supposed to be immediately???',0
25/3/2022 23:27,b'@TBInvestigation @FranklinTNPD Why did it take this long to send this amber alert? This is an innocent baby in our\xe2\x80\xa6 https://t.co/K688ciAIY7',0
25/3/2022 23:27,b'@TBInvestigation @FranklinTNPD Why just now put and amber alert out he went missing almost a month ago :(',0
25/3/2022 23:26,"b""@TremayneWells1 @TBInvestigation @FranklinTNPD What happened for her to be missing for a month and it's just now a\xe2\x80\xa6 https://t.co/vsFDM6DNha""",0
25/3/2022 23:26,b'Tennessee might be crazy as hell\xe2\x80\xa6\nBut at least they know how to throw out an Amber Alert. Just sayin\xe2\x80\x99. https://t.co/PjiMEaqs3Z',0
25/3/2022 23:26,b'BREAKING: An AMBER Alert has been issued for a one-year-old out of Franklin who may be with his non-custodial fathe\xe2\x80\xa6 https://t.co/YRbl8V6EQx',1
25/3/2022 23:26,"b'@TBInvestigation @FranklinTNPD Welcome to Tennessee. Home of the screwed. In Knoxville, a cop with NO seatbelt, doi\xe2\x80\xa6 https://t.co/ObijgL7JDN'",0
25/3/2022 23:26,"b""@TBInvestigation @FranklinTNPD It's Sad that they're just now doing a Amber alert since the child's been missing fo\xe2\x80\xa6 https://t.co/pURDoGrSVd""",0
25/3/2022 23:25,b'@TBInvestigation @FranklinTNPD The amber alert only just now coming out probably has something to do with PD yet ag\xe2\x80\xa6 https://t.co/6Hctd3vExC',0
25/3/2022 23:25,b'@TBInvestigation @FranklinTNPD Damn kinda sad to see ya\xe2\x80\x99ll are just posting this amber alert but hey let\xe2\x80\x99s hope the\xe2\x80\xa6 https://t.co/izxrk7A5Wn',0
25/3/2022 23:25,b'@TBInvestigation @FranklinTNPD Missing since February 27th but just received a amber alert?!?!',0
25/3/2022 23:25,b'So I get an Amber Alert on my phone and subsequently find out the child in question has been missing for almost a M\xe2\x80\xa6 https://t.co/GVfmQh3hBf',0
25/3/2022 23:25,"b'@TBInvestigation @FranklinTNPD It\xe2\x80\x99s March, they waited until March to put this Amber Alert? WTH?!!!! \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'",0
25/3/2022 23:24,b'@TBInvestigation @FranklinTNPD Why we received the amber alert now it\xe2\x80\x99s almost one month ago \xf0\x9f\xa5\xba',0
25/3/2022 23:24,b'@TBInvestigation @FranklinTNPD Why has it taken so long to put an amber alert out? February 27th?!?! A whole month?!?!',0
25/3/2022 23:24,"b""@TBInvestigation @FranklinTNPD Child's been missing almost a month now and just now put out a amber alert""",0
25/3/2022 23:24,b'@TBInvestigation @FranklinTNPD This baby has been missing almost a MONTH and the Amber alert JUST came out??!!!!!????',0
25/3/2022 23:24,b'@TBInvestigation @FranklinTNPD I know issuing an AMBER alert takes time but a MONTH? What circumstances delayed this?',0
25/3/2022 23:24,b'@TBInvestigation @FranklinTNPD But why is amber alert just going out if he\xe2\x80\x99s been missing since February???',0
25/3/2022 23:24,b'@TBInvestigation @FranklinTNPD What the actual fuck?! Why in the hell are you guys JUST NOW issuing an amber alert\xe2\x80\xa6 https://t.co/4w93xhM3kU',0
25/3/2022 23:24,b'@TBInvestigation @FranklinTNPD Idk why this took so long to be an amber alert',0
25/3/2022 23:24,b'@TBInvestigation @FranklinTNPD An amber alert One whole month later',0
25/3/2022 23:24,"b'IF YOU DON\xe2\x80\x99T HAVE YOUR AMBER ALERT ON, I\xe2\x80\x99M GOING TO ASSUME YOU ARE A PART OF THE PROBLEM! \n\n-Management'",0
25/3/2022 23:23,"b'how is this JUST now getting an amber alert its been nearly a month, almost just shit my pants in fear at that soun\xe2\x80\xa6 https://t.co/CdfaJDbV57'",0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD How has been missing since February. And now just comming as amber alert .\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f HOPE HES FOUND',0
25/3/2022 23:23,b'It took them this long to get a amber alert https://t.co/aMeVGvNxl4',0
25/3/2022 23:23,b'Literally JUST got the amber alert but the baby has been missing since February 27th?! Make it make sense. https://t.co/FbJktEYPOh',0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD February 27th he went missing and the amber alert goes out NOW?!',0
25/3/2022 23:23,b'@TBInvestigation Why is an Amber Alert just now being issued?',0
25/3/2022 23:23,"b""@TBInvestigation @FranklinTNPD I'll never understand why these things happen three to four weeks prior to the Amber\xe2\x80\xa6 https://t.co/SqhZF8yDib""",0
25/3/2022 23:23,b'This late ass amber alert better be due to something other than what we\xe2\x80\x99re all thinking.',0
25/3/2022 23:23,b'They really sent out a an amber alert a month late.',0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD If this were a wealthy white person\xe2\x80\x99s kid this amber alert would\xe2\x80\x99ve been sent out a month ago.',0
25/3/2022 23:23,b'Why y\xe2\x80\x99all JUST NOW putting out an Amber Alert and this baby been missing a whole MONTH \xf0\x9f\x98\x92 https://t.co/EKXbYS8glu',0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD Why on earth was the amber alert not made on Feb 27th?!!!!',0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD Why has a whole month gone by before the amber alert for this baby?!',0
25/3/2022 23:23,"b""Why tf y'all just putting out an amber alert about it ? https://t.co/NeEk2mQNGw""",0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD WHY does it always seem to take you one month to issue an Amber Alert for missing bl\xe2\x80\xa6 https://t.co/okUFcarn6B',0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD How come the Amber alert is just coming out today if the baby has been missing since\xe2\x80\xa6 https://t.co/NtltnlhXPd',0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD Someone needs to explain why we\xe2\x80\x99re just now getting this amber alert while the baby\xe2\x80\x99\xe2\x80\xa6 https://t.co/bkXXZPGC0r',0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD He been missing damn near a month yall just making an amber alert wtf',0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD this baby been missing since february and you guys just now putting out an amber ale\xe2\x80\xa6 https://t.co/gkxBwQ2A3r',0
25/3/2022 23:23,"b'@TBInvestigation why is an amber alert just now being issued if she\xe2\x80\x99s been missing since february 27th, for almost a whole month??'",0
25/3/2022 23:23,b'@TBInvestigation @FranklinTNPD A baby has been missing for a MONTH and you\xe2\x80\x99re just now issuing an Amber alert?! I p\xe2\x80\xa6 https://t.co/pkz2BouSB7',0
25/3/2022 23:23,"b""@TBInvestigation @FranklinTNPD Since the 27th?  I'm just getting an amber alert almost a month later?""",0
25/3/2022 23:22,b'@TBInvestigation @FranklinTNPD Why has this child been missing so long and just now getting an Amber Alert?',0
25/3/2022 23:22,b'that amber alert scared tf out of me. i thought my phone was broke for a second.',0
25/3/2022 23:22,b'@TBInvestigation @FranklinTNPD WHY ARE YOU JUST NOW PUTTING OUT AN AMBER ALERT IF THIS CHOKD HAS BEEN MISSING FOR A MONTH????????',0
25/3/2022 23:22,b'@TBInvestigation @FranklinTNPD This amber alert scared me to death',0
25/3/2022 23:22,"b""@TBInvestigation @FranklinTNPD Why I'd an amber alert just now being sent he's been missing since Feb? Omg""",0
25/3/2022 23:22,b'I\xe2\x80\x99m mad the amber alert link sent me to twitter.',0
25/3/2022 23:22,b'When at the bar and everyones phone goes off at the same time. Amber alert https://t.co/GEiikvRYno',0
25/3/2022 23:22,b'@TBInvestigation @FranklinTNPD So why is an Amber Alert just going out!!?? Lord I pray this baby is found safe!\xf0\x9f\x99\x8f',0
25/3/2022 23:22,b'I got a amber alert',1
25/3/2022 23:21,b'If she\xe2\x80\x99s been missing why are we just now getting an amber alert?????? https://t.co/dq5vp7RuX1',0
25/3/2022 23:21,b'@TBInvestigation @FranklinTNPD Why is this amber alert just going out now?',0
25/3/2022 23:21,b'Amber Alert notifications ALWAYS scare tf outta me. Every single time',0
25/3/2022 23:21,b'DID Y\xe2\x80\x99ALL HEAR THAT AMBER ALERT TOO? \xf0\x9f\xa4\x94\xf0\x9f\x92\x80',0
25/3/2022 23:21,b'@TBInvestigation @FranklinTNPD I\xe2\x80\x99m on the fckin way amber alert',0
25/3/2022 23:21,b'@TBInvestigation @FranklinTNPD 3mins late on the amber alert cmon guys',0
25/3/2022 23:21,b'That amber alert made me jump out of my skin',0
25/3/2022 23:21,b'Prayers be with the amber alert',0
25/3/2022 23:17,"b""@AndreaHorwath \nHere's two ginmies Andrea for the election. Cars need both plates in the case of an Amber Alert, th\xe2\x80\xa6 https://t.co/FXDG6GC4ps""",1
25/3/2022 22:47,b'gonna hijack the amber alert system to  inform my roommates that i\xe2\x80\x99m next in line to do laundry',0
25/3/2022 22:00,b'Two teens have been arrested for abducting a 3-month-old baby prompting an Amber Alert earlier this week.  https://t.co/wU7Ry8h2x4',2
25/3/2022 21:46,"b""@TPSOperations Still? What's the difference between missing child and amber alert""",1
25/3/2022 21:41,"b""A new bill headed to the governor's desk fixes that problem and creates a new alert system with broader criteria fo\xe2\x80\xa6 https://t.co/99chKRw39F""",2
25/3/2022 21:28,b'This kid in my zoom meeting was talking and his amber alert started going off. The teacher asked if everything was\xe2\x80\xa6 https://t.co/QwZvzV1j9u',1
25/3/2022 21:22,b'Amber alert for the ladies.',1
25/3/2022 20:59,"b""\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 CRYPTO NEWS ALERT! \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\n\nNexo and Amber Group executives claim 'exponential' growth in crypto institutional invest\xe2\x80\xa6 https://t.co/LxbAK5CJhu""",1
25/3/2022 20:36,"b'I saw a cloud of dust? and, boom the car ended up in front of me suddenly,"" Provencher said, adding that she had to\xe2\x80\xa6 https://t.co/nomx7Ly8h5'",0
25/3/2022 20:18,"b'Kanyen Kinsey Milton, Florida missing boy found safe, Amber Alert\xc2\xa0cancelled https://t.co/I6UFXKM1L5'",2
25/3/2022 20:11,"b""@bonnie_mp @CoffindafferFBI amber alert needs major reform.  Its ridiculous that Summer Wells has one and Monkey doesn't""",0
25/3/2022 20:02,b'@GreatBluedini4 And an Amber Alert Alert: a gentle warning that your phone is about to stop your heart. \xf0\x9f\xa4\x9d',0
25/3/2022 20:02,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/oCpcrlBiGi'",2
25/3/2022 19:28,b'i\xe2\x80\x99ve been out of town to meet w a client for work the past 2 days i am in HELL\xe2\x80\xbc\xef\xb8\x8fthere are caucasians afoot!!! can I\xe2\x80\xa6 https://t.co/lbs3sZlT67',0
25/3/2022 19:13,"b""@KanikaTolver Using this laptop, I will build a 'lost and found' website for kids, starting here in Kenya and cross\xe2\x80\xa6 https://t.co/5lYEFYsZsd""",2
25/3/2022 18:55,b'The amber alert that is used today to find missing children was developed with contribution from Michael\xe2\x80\x99s mother C\xe2\x80\xa6 https://t.co/sdVp404I1x',2
25/3/2022 18:50,b'@bloodwaIk Im ready for the new amber alert teamtage',0
25/3/2022 18:48,b'@plentyflavor \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 nigga talking bout an amber alert',0
25/3/2022 18:43,b'why you putting out an amber alert over 2 niggas having a squabble? https://t.co/Pf8ta8vcgw',0
25/3/2022 17:54,b'Amber Alert I Want This Bitch Kid Napped',0
25/3/2022 17:53,b'@GoodWillsmith @_Euglossine_ amber alert but for euglossine recordings',0
25/3/2022 17:48,b'@Hart7405 @GovernorLittle Amber alerts are only issued if they have a car of interest or a license plate\xf0\x9f\x98\x94There shou\xe2\x80\xa6 https://t.co/c8X7aMouN4',0
25/3/2022 17:33,"b""@StompTheGOP I didn't know pedants were invited. In that case, it's AMBER alert, not amber alert.\n\n\xf0\x9f\x98\x89""",0
25/3/2022 17:09,b'@DonaldVinh Last time we were at these levels and going up we got an amber alert !',0
25/3/2022 16:59,b'@waDNR @Sonjia_Warren @TVWnews Two things: 1) locals would have felt a 9.0 earthquake generating 60ft tsunami waves\xe2\x80\xa6 https://t.co/cb2I3yEMC6',1
25/3/2022 16:57,"b'THE AGENCIES AND GOVERNMENT NOW IS FILLED WITH FELONS, EXPECT CRIME. ESPECIALLY AFTER FELON TOM RIDGE ATTEMPTS A NA\xe2\x80\xa6 https://t.co/aITJKh1Qos'",0
25/3/2022 16:52,b'Joseph R. Biden: Amber Alert for Michael \xe2\x80\x9cMonkey\xe2\x80\x9d Vaughan - Sign the Petition! https://t.co/3BEQNtRjjv via @Change',0
25/3/2022 16:49,"b'NOW HHS ARRESTS, MOST ARE GORY KIDNAPPINGS, ROBBERIES AND HOMICIDES. NEXT FRIDAY ARE SECURE FAXES-SSL ENCRYPTION. I\xe2\x80\xa6 https://t.co/i9tQdfh1Cv'",0
25/3/2022 16:43,"b'ON THE OTHER SIDE IS THE C.I.A. FELON FOR RESEARCH, PAVITT IS TO REPAIR THOSE ERRORS, SAME AS WASHINGTON POST, BOTH\xe2\x80\xa6 https://t.co/Xj2vEmMfb3'",0
25/3/2022 16:37,"b""Scary Larry \xf0\x9f\x92\x80 \xf0\x9f\x8c\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xf0\x9f\x8c\x8a\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xf0\x9f\x97\xbd\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n@StompTheGOP\nI've said it before but I'll say it again. There's amber alerts, and silver al\xe2\x80\xa6 https://t.co/WhRbqTksDo""",0
25/3/2022 16:20,b'@DRElamaranIPS @aum_arvind @alok24 @myogiadityanath @narendramodi @PMOIndia @CMOfficeUP @UPGovt @dgpup @AmitShah\xe2\x80\xa6 https://t.co/UzpnYT3Alr',0
25/3/2022 16:15,"b""I've said it before but I'll say it again. There's amber alerts, and silver alerts... Is there a type of alert for\xe2\x80\xa6 https://t.co/qT0b7BfUHz""",0
25/3/2022 16:07,b'im about to put out an amber alert for @RavenJWeaver',1
25/3/2022 15:53,b'@brianbloop2 @JohnRya13591294 @AndrewKnight226 @markwh2001 @stilllearning90 @thegrimbarian @Superbusinesz\xe2\x80\xa6 https://t.co/zsGYyNjmP6',1
25/3/2022 15:17,"b""@mod_russia .\nAMBER ALERT !!\n\nHave you seen this little boy?\nSergey Shoygu\n\nHe was last seen in Kremlin's Daycare C\xe2\x80\xa6 https://t.co/AMHzKEGMsl""",0
25/3/2022 15:16,b'@khaoulah_ Send them an amber alert',0
25/3/2022 15:11,b'Every time I use my face to unlock my phone it sends out an Amber alert!',0
25/3/2022 14:52,b'AMBER ALERT ON THE CAKES \xf0\x9f\x9a\xa8 \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 @chevymulaaa https://t.co/UtW1TcH5sO',0
25/3/2022 14:49,"b'@CoffindafferFBI Thank you my friend again for keeping the spotlight where it belongs,LE did drop the ball in the c\xe2\x80\xa6 https://t.co/u2Os4orj9s'",2
25/3/2022 14:00,b'This should be an automatic Amber Alert Response Tool. \n\nhttps://t.co/ph8IQZryc9',2
25/3/2022 13:48,b'@oolon Just admit you don\xe2\x80\x99t know the facts in the case. You sound so ignorant. Meanwhile here\xe2\x80\x99s a link to a psychol\xe2\x80\xa6 https://t.co/Z663Van9P8',0
25/3/2022 13:43,b'@donwinslow AMBER ALERT \xf0\x9f\x9a\xa7\xf0\x9f\x9a\xa7\xf0\x9f\x9a\xa7\xf0\x9f\x9a\xa7\xf0\x9f\x9a\xa7\nMissing Person\xe2\x80\xa6US Attorney General\nLast seen in Washington months ago\nSuffering from\xe2\x80\xa6 https://t.co/qqYCtfBlIF',0
25/3/2022 13:09,"b""@nilwxreports I hope we don't get another one of those late-night, peel-me-off-the-ceiling, Amber-alert level cell\xe2\x80\xa6 https://t.co/b3PMAudvzR""",0
25/3/2022 13:05,b'@ripx4nutmeg @lucyallan @PaulEmbery I note the amber warning light but for women it should be a red alert. \xf0\x9f\xa4\x94',2
25/3/2022 13:02,b'Gina DeJesus shares story of survival at Northeast Ohio Amber Alert conference  https://t.co/kJI8NUMOVk',2
25/3/2022 12:41,b'@CarJohnston LMAO amber alert for the eggs',0
25/3/2022 12:38,"b""@wjz Is the Amber Alert out? Remember black kids don't get the AA unless it's requested. Only white kids get the AA\xe2\x80\xa6 https://t.co/ydRfkkvIGv""",0
25/3/2022 12:38,"b'@TCBScans Yesss sirrrrr especially when the actual one piece is revealed, at that point yall need to amber alert all of Twitter\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0
25/3/2022 12:01,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/C3aXinbNMH'",2
25/3/2022 11:51,b'@CoffindafferFBI So if they know it\xe2\x80\x99s an abduction why haven\xe2\x80\x99t they done the amber alert?',0
25/3/2022 11:49,"b""AMBER ALERT !!\n\nHave you seen this little boy?\nSergey Shoygu\n\nHe was last seen in Kremlin's Daycare Center playing\xe2\x80\xa6 https://t.co/PjoZog84Tc""",1
25/3/2022 11:49,b'Woke up in the middle of the night and almost had a heart attack because there was an Amber alert issued for a kidn\xe2\x80\xa6 https://t.co/92RebpYq3V',0
25/3/2022 11:47,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/8WanOjqVb5'",2
25/3/2022 11:47,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/1IjmhTkZdP'",2
25/3/2022 11:47,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/ktGuBcusuh'",2
25/3/2022 11:47,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/HOhd1HQL1F'",2
25/3/2022 11:45,b'@Timp211212 @ArnoldJamee Then an amber alert would\xe2\x80\x99ve went out..',1
25/3/2022 11:45,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/Q25QVH6SpY'",2
25/3/2022 11:41,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/wXHTAaEmgn'",2
25/3/2022 11:41,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/IY0VXoQT93'",2
25/3/2022 11:41,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/R8WnJzVEs7'",2
25/3/2022 11:41,"b'Two girls are under arrest in the abduction of a baby in Milwaukee that prompted an Amber Alert this week, police s\xe2\x80\xa6 https://t.co/YkQVcb0rAl'",2
25/3/2022 11:27,"b'The Costa wakes to red-stained buildings and streets, and another amber alert with more heavy rain to come\xe2\x80\xa6 https://t.co/kCPJFgYTh0'",1
25/3/2022 10:44,"b'""I had an amber alert go off, and there were missing posters of Fallon hanging around. Did Aria or Casten send that alarm?""'",0
25/3/2022 10:41,b'2 teen girls arrested in connection with Milwaukee Amber Alert https://t.co/kovgksdlud',2
25/3/2022 10:21,b'The fire service has issued an amber wildfire alert and urges farmers to take special care using hot machinery in t\xe2\x80\xa6 https://t.co/9mz1047P9q',0
25/3/2022 10:20,b'Air quality not good in Devizes today. Amber alert. What\xe2\x80\x99s your protocol to alert wiltshire residents of the danger\xe2\x80\xa6 https://t.co/L8EAQGbPjO',0
25/3/2022 9:51,b'If your visiting @WoodlandTrust #SmithillsEstate this weekend please keep an eye out for fires. Call 999 if you see\xe2\x80\xa6 https://t.co/seJx5gg06Z',2
25/3/2022 9:15,b'https://t.co/w4Ob0wBF3g High risk of Heathland fires being caused by disposable BBQs this weekend. The sooner these\xe2\x80\xa6 https://t.co/OsFJ6UKsAW',0
25/3/2022 9:07,"b'The #CostadelSol wakes to red-stained buildings and streets, and another amber alert with more heavy rain to come\xe2\x80\xa6 https://t.co/Vw95DQhAMr'",0
25/3/2022 8:44,"b'Ukraine president presses Biden, NATO for more aid as war enters second month; MPS makes masks optional, starting A\xe2\x80\xa6 https://t.co/KFcAv9ZjBT'",1
25/3/2022 8:00,b'Wildfires have broken out across the country as people enjoy the good weather.\nhttps://t.co/Ntjl9kpw53',1
25/3/2022 7:31,b'2 teen girls arrested in connection with Milwaukee Amber Alert https://t.co/14GGyO6qrS',2
25/3/2022 7:12,b'WEATHER - amber alert in place until lunchtime today.  Tune into 93.6FM for the latest with Clare on The Morning Sh\xe2\x80\xa6 https://t.co/XBAvfzNIAf',1
25/3/2022 6:32,"b'@DanRather @DebbieJ30571240 And, where the hell is he? Should we put out an Amber Alert for Clarence Thomas?'",0
25/3/2022 5:16,"b'Amber alert. If you are under 18, block and report this AJ account ASAP. He is a Putin bot who is a nonce, to make\xe2\x80\xa6 https://t.co/5CsITlu5Zm'",1
25/3/2022 5:13,"b'#FLAMBER FLA AMBER Alert issued: KANYEN KINSEY last seen area of 7600 block Buddy Hardy Road, Milton FL wearing flu\xe2\x80\xa6 https://t.co/yrEOk5ApuD'",2
25/3/2022 5:12,b'damn that amber alert scared the shit out of me it\xe2\x80\x99s 12am',0
25/3/2022 5:09,b'But that\xe2\x80\x99s the worst Florida county to do that shit in\xe2\x80\xa6. Someone gonna find you before the cops get you and it\xe2\x80\x99s go\xe2\x80\xa6 https://t.co/r6JjhIEaSb',1
25/3/2022 5:06,b'But yo like\xe2\x80\xa6 that amber alert.. I literally live like\xe2\x80\xa6 30 minutes from heritage place.. tf y\xe2\x80\x99all got goin on\xe2\x80\xa6 like\xe2\x80\xa6 https://t.co/wX2bhnt7Sl',1
25/3/2022 5:04,b'This kind of shit breaks my heart. The amber alert system is designed to traffick victims &amp; was created by someone\xe2\x80\xa6 https://t.co/gZssjrtNzC',0
25/3/2022 5:04,b'gee fucking THANKS amber alert for giving me a heart attack at 12am  while i\xe2\x80\x99m asleep. fucking APPRECIATE IT',0
25/3/2022 5:04,b'Amber Alert: Santa Rosa County FL!! https://t.co/U4EoaX4vXI',1
25/3/2022 5:03,b'There was a amber alert scared tf out of me https://t.co/ptBvXwRKpA',0
25/3/2022 5:03,b'EBS of amber alert just now out of Santa Rosa',1
25/3/2022 5:03,b'damn ths amber alert scared the hell out of me..',0
25/3/2022 5:02,b'Amber alert scare the shit outta me just now',0
25/3/2022 5:01,b'u know the chick from amber alert would be fucking insufferable about ukraine',0
25/3/2022 4:55,b'@mzkarmaD @CoffindafferFBI I agree LE hasn\xe2\x80\x99t forgotten MV &amp; know they must be working very hard to find him. In the\xe2\x80\xa6 https://t.co/BGEsFyq9rK',1
